,category,job_title,page_link,job_id,location,run_date
0,Advance + Scheduling,National Surrogate Intern ,https://boards.greenhouse.io/bernie2020/jobs/4533147002,4533147002,Washington DC,2020-Jan-08
1,Advance + Scheduling,National Surrogate Schedule Staff ,https://boards.greenhouse.io/bernie2020/jobs/4534467002,4534467002,Washington DC,2020-Jan-08
2,Advance + Scheduling,National Surrogate Scheduling Intern ,https://boards.greenhouse.io/bernie2020/jobs/4534476002,4534476002,Washington DC,2020-Jan-08
3,All Departments,California Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274391002,4274391002,California ,2020-Jan-08
4,All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274408002,4274408002,Iowa,2020-Jan-08
5,All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4263816002,4263816002,"Washington, DC",2020-Jan-08
6,All Departments,General Application,https://boards.greenhouse.io/bernie2020/jobs/4231325002,4231325002,Multiple Locations,2020-Jan-08
7,All Departments,HQ Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274405002,4274405002,"Washington, DC",2020-Jan-08
8,All Departments,Nevada Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274412002,4274412002,Nevada,2020-Jan-08
9,All Departments,Nevada Youth Field Fellowship Intern,https://boards.greenhouse.io/bernie2020/jobs/4334036002,4334036002,Nevada,2020-Jan-08
10,All Departments,New Hampshire Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274418002,4274418002,New Hampshire,2020-Jan-08
11,All Departments,New Hampshire Field Operations Strategy Intern,https://boards.greenhouse.io/bernie2020/jobs/4575051002,4575051002,New Hampshire,2020-Jan-08
12,All Departments,New Hampshire Intern,https://boards.greenhouse.io/bernie2020/jobs/4272302002,4272302002,New Hampshire,2020-Jan-08
13,All Departments,South Carolina Campaign Intern ,https://boards.greenhouse.io/bernie2020/jobs/4274430002,4274430002,South Carolina ,2020-Jan-08
14,All Departments,Vermont Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274440002,4274440002,Vermont,2020-Jan-08
15,Communications,Communications Intern,https://boards.greenhouse.io/bernie2020/jobs/4262445002,4262445002,"Washington, DC",2020-Jan-08
16,Communications,Constituency Communications Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4534485002,4534485002,Washington DC ,2020-Jan-08
17,Communications,Graphic Design Associate,https://boards.greenhouse.io/bernie2020/jobs/4445765002,4445765002,"Washington, DC",2020-Jan-08
18,Communications,Regional Press Secretary,https://boards.greenhouse.io/bernie2020/jobs/4550533002,4550533002,Washington DC,2020-Jan-08
19,Communications,Social Media Intern,https://boards.greenhouse.io/bernie2020/jobs/4423804002,4423804002,"Washington, DC",2020-Jan-08
20,Data + Technology,Full Stack Engineer,https://boards.greenhouse.io/bernie2020/jobs/4244285002,4244285002,"Washington, DC or remote",2020-Jan-08
21,Data + Technology,IT Help Desk Specialist,https://boards.greenhouse.io/bernie2020/jobs/4517752002,4517752002,"Washington, DC or Remote",2020-Jan-08
22,Digital,Digital Associate,https://boards.greenhouse.io/bernie2020/jobs/4237499002,4237499002,"Washington, DC",2020-Jan-08
23,Digital,Media Producer,https://boards.greenhouse.io/bernie2020/jobs/4529344002,4529344002,Washington D.C.,2020-Jan-08
24,Fundraising,Campaign Merchandise Assistant,https://boards.greenhouse.io/bernie2020/jobs/4521088002,4521088002,Vermont,2020-Jan-08
25,Operations,California State Operations Coordinator ,https://boards.greenhouse.io/bernie2020/jobs/4563304002,4563304002,California ,2020-Jan-08
26,Operations,California State Operations Director ,https://boards.greenhouse.io/bernie2020/jobs/4563280002,4563280002,California ,2020-Jan-08
27,Operations,Human Resources Generalist,https://boards.greenhouse.io/bernie2020/jobs/4526885002,4526885002,Washington DC,2020-Jan-08
28,Operations,Payroll Manager,https://boards.greenhouse.io/bernie2020/jobs/4526889002,4526889002,"Washington, DC",2020-Jan-08
29,Organizing,California Campus Organizer,https://boards.greenhouse.io/bernie2020/jobs/4556141002,4556141002,California,2020-Jan-08
30,Organizing,California Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4273091002,4273091002,California,2020-Jan-08
31,Organizing,California Regional Field Director,https://boards.greenhouse.io/bernie2020/jobs/4273098002,4273098002,California,2020-Jan-08
32,Organizing,Call Team National Organizer,https://boards.greenhouse.io/bernie2020/jobs/4489856002,4489856002,Remote,2020-Jan-08
33,Organizing,Events Program Organizer ,https://boards.greenhouse.io/bernie2020/jobs/4284535002,4284535002,Remote,2020-Jan-08
34,Organizing,Iowa Canvass Director,https://boards.greenhouse.io/bernie2020/jobs/4526220002,4526220002,Iowa,2020-Jan-08
35,Organizing,Iowa Canvass Operations Specialist,https://boards.greenhouse.io/bernie2020/jobs/4542055002,4542055002,Iowa,2020-Jan-08
36,Organizing,Iowa Constituency Organizer,https://boards.greenhouse.io/bernie2020/jobs/4478483002,4478483002,Iowa,2020-Jan-08
37,Organizing,Iowa Constituency Outreach Director,https://boards.greenhouse.io/bernie2020/jobs/4496297002,4496297002,Iowa,2020-Jan-08
38,Organizing,Iowa Deputy Canvass Manager,https://boards.greenhouse.io/bernie2020/jobs/4526226002,4526226002,Iowa,2020-Jan-08
39,Organizing,Iowa Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4526228002,4526228002,Iowa,2020-Jan-08
40,Organizing,Iowa Field Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4374443002,4374443002,Iowa,2020-Jan-08
41,Organizing,Iowa Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265660002,4265660002,Iowa,2020-Jan-08
42,Organizing,Iowa GOTC Transportation Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4575048002,4575048002,Iowa,2020-Jan-08
43,Organizing,Iowa Regional Field Director (Region 3),https://boards.greenhouse.io/bernie2020/jobs/4558030002,4558030002,Iowa,2020-Jan-08
44,Organizing,Iowa Relational Organizer,https://boards.greenhouse.io/bernie2020/jobs/4496282002,4496282002,Iowa,2020-Jan-08
45,Organizing,National Deputy Field Organizer (DFO) Program Manager,https://boards.greenhouse.io/bernie2020/jobs/4529356002,4529356002,Washington DC,2020-Jan-08
46,Organizing,National Distributed Canvassing Manager,https://boards.greenhouse.io/bernie2020/jobs/4545187002,4545187002,Washington DC,2020-Jan-08
47,Organizing,National Field Desk ,https://boards.greenhouse.io/bernie2020/jobs/4284529002,4284529002,"Washington, DC",2020-Jan-08
48,Organizing,Nevada Campus Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505040002,4505040002,Nevada,2020-Jan-08
49,Organizing,Nevada Canvass Director,https://boards.greenhouse.io/bernie2020/jobs/4551612002,4551612002,"Las Vegas, Nevada ",2020-Jan-08
50,Organizing,Nevada Canvasser,https://boards.greenhouse.io/bernie2020/jobs/4575036002,4575036002,Nevada,2020-Jan-08
51,Organizing,Nevada Canvass Operations Specialist,https://boards.greenhouse.io/bernie2020/jobs/4575040002,4575040002,Nevada,2020-Jan-08
52,Organizing,Nevada Constituency Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4505046002,4505046002,"Las Vegas, Nevada",2020-Jan-08
53,Organizing,Nevada Constituency Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505044002,4505044002,Nevada,2020-Jan-08
54,Organizing,Nevada Deputy Canvass Manager,https://boards.greenhouse.io/bernie2020/jobs/4551605002,4551605002,"Las Vegas, Nevada ",2020-Jan-08
55,Organizing,Nevada Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505027002,4505027002,Nevada,2020-Jan-08
56,Organizing,Nevada Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265691002,4265691002,Nevada,2020-Jan-08
57,Organizing,Nevada Regional Field Director,https://boards.greenhouse.io/bernie2020/jobs/4265698002,4265698002,Nevada,2020-Jan-08
58,Organizing,New Hampshire Canvass Operations Specialist,https://boards.greenhouse.io/bernie2020/jobs/4534491002,4534491002,New Hampshire,2020-Jan-08
59,Organizing,New Hampshire Constituency Director,https://boards.greenhouse.io/bernie2020/jobs/4554649002,4554649002,New Hampshire ,2020-Jan-08
60,Organizing,New Hampshire Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4526263002,4526263002,New Hampshire,2020-Jan-08
61,Organizing,New Hampshire Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265717002,4265717002,New Hampshire,2020-Jan-08
62,Organizing,State Field Director (Alabama) ,https://boards.greenhouse.io/bernie2020/jobs/4518769002,4518769002,Alabama,2020-Jan-08
63,Organizing,State Field Director (Arkansas) ,https://boards.greenhouse.io/bernie2020/jobs/4518778002,4518778002,Arkansas,2020-Jan-08
64,Organizing,State Field Director (Florida) ,https://boards.greenhouse.io/bernie2020/jobs/4519239002,4519239002,Florida,2020-Jan-08
65,Organizing,State Field Director (Maine) ,https://boards.greenhouse.io/bernie2020/jobs/4519223002,4519223002,Maine,2020-Jan-08
66,Organizing,State Field Director (Massachusetts) ,https://boards.greenhouse.io/bernie2020/jobs/4519222002,4519222002,Massachusetts,2020-Jan-08
67,Organizing,State Field Director (North Carolina) ,https://boards.greenhouse.io/bernie2020/jobs/4519230002,4519230002,North Carolina,2020-Jan-08
68,Organizing,State Field Director (Tennessee) ,https://boards.greenhouse.io/bernie2020/jobs/4519233002,4519233002,Tennessee,2020-Jan-08
69,Organizing,State Field Director (Utah) ,https://boards.greenhouse.io/bernie2020/jobs/4521090002,4521090002,Utah,2020-Jan-08
70,Organizing,State Field Director (Virginia) ,https://boards.greenhouse.io/bernie2020/jobs/4519235002,4519235002,Virginia,2020-Jan-08
71,Organizing,Texas Regional Field Director,https://boards.greenhouse.io/bernie2020/jobs/4580807002,4580807002,Texas,2020-Jan-08
72,Organizing,Text Team National Organizer,https://boards.greenhouse.io/bernie2020/jobs/4259989002,4259989002,Remote,2020-Jan-08
